Lfd_Nr,Sat_head_indicator,Sat_indicator,Sat_unit
3333,Emissions (OECD),'c6f14_1A4ci_OECD_consistent',kilotonnes
3334,Emissions (OECD),'c6f14_1A4cii_OECD_consistent',kilotonnes
3335,Emissions (OECD),'c6f14_1A4ciii_OECD_consistent',kilotonnes
3336,Emissions (OECD),'c6f14_1A5_OECD_consistent',kilotonnes
3337,Emissions (OECD),'c6f14_1B1_OECD_consistent',kilotonnes
3338,Emissions (OECD),'c6f14_1B2_OECD_consistent',kilotonnes
3339,Emissions (OECD),'c6f14_2A1_OECD_consistent',kilotonnes
3340,Emissions (OECD),'c6f14_2A2_OECD_consistent',kilotonnes
3341,Emissions (OECD),'c6f14_2A3_OECD_consistent',kilotonnes
3342,Emissions (OECD),'c6f14_2A4_OECD_consistent',kilotonnes
3343,Emissions (OECD),'c6f14_2B_OECD_consistent',kilotonnes
3344,Emissions (OECD),'c6f14_2C_OECD_consistent',kilotonnes
3345,Emissions (OECD),'c6f14_2D_OECD_consistent',kilotonnes
3346,Emissions (OECD),'c6f14_2E_OECD_consistent',kilotonnes
3347,Emissions (OECD),'c6f14_2F_OECD_consistent',kilotonnes
3348,Emissions (OECD),'c6f14_2G_OECD_consistent',kilotonnes
3349,Emissions (OECD),'c6f14_2H_OECD_consistent',kilotonnes
3350,Emissions (OECD),'c6f14_3A1_OECD_consistent',kilotonnes
3351,Emissions (OECD),'c6f14_3A2_OECD_consistent',kilotonnes
3352,Emissions (OECD),'c6f14_3B1_OECD_consistent',kilotonnes
3353,Emissions (OECD),'c6f14_3B2_OECD_consistent',kilotonnes
3354,Emissions (OECD),'c6f14_3B3_OECD_consistent',kilotonnes
3355,Emissions (OECD),'c6f14_3B4&6_OECD_consistent',kilotonnes
3356,Emissions (OECD),'c6f14_3B5_OECD_consistent',kilotonnes
3357,Emissions (OECD),'c6f14_3C1_OECD_consistent',kilotonnes
3358,Emissions (OECD),'c6f14_3C1a_OECD_consistent',kilotonnes
3359,Emissions (OECD),'c6f14_3C1b_OECD_consistent',kilotonnes
3360,Emissions (OECD),'c6f14_3C1c_OECD_consistent',kilotonnes
3361,Emissions (OECD),'c6f14_3C1d_OECD_consistent',kilotonnes
3362,Emissions (OECD),'c6f14_3C2_OECD_consistent',kilotonnes
3363,Emissions (OECD),'c6f14_3C3_OECD_consistent',kilotonnes
3364,Emissions (OECD),'c6f14_3C4_OECD_consistent',kilotonnes
3365,Emissions (OECD),'c6f14_3C5_OECD_consistent',kilotonnes
3366,Emissions (OECD),'c6f14_3C6_OECD_consistent',kilotonnes
3367,Emissions (OECD),'c6f14_3C7_OECD_consistent',kilotonnes
3368,Emissions (OECD),'c6f14_3C8_OECD_consistent',kilotonnes
3369,Emissions (OECD),'c6f14_4A_OECD_consistent',kilotonnes
3370,Emissions (OECD),'c6f14_4B_OECD_consistent',kilotonnes
3371,Emissions (OECD),'c6f14_4C_OECD_consistent',kilotonnes
3372,Emissions (OECD),'c6f14_4D_OECD_consistent',kilotonnes
3373,Emissions (OECD),'c6f14_4E_OECD_consistent',kilotonnes
3374,Emissions (OECD),'c6f14_5B_OECD_consistent',kilotonnes
3375,Emissions (OECD),'c6f14_5A_OECD_consistent',kilotonnes
3376,Emissions (OECD),'cf4_total_OECD_consistent',kilotonnes
3377,Emissions (OECD),'cf4_1A1a_OECD_consistent',kilotonnes
3378,Emissions (OECD),'cf4_1A1bc_OECD_consistent',kilotonnes
3379,Emissions (OECD),'cf4_1A1b_OECD_consistent',kilotonnes
3380,Emissions (OECD),'cf4_1A1ci_OECD_consistent',kilotonnes
3381,Emissions (OECD),'cf4_1A1cii_OECD_consistent',kilotonnes
3382,Emissions (OECD),'cf4_1A2_OECD_consistent',kilotonnes
3383,Emissions (OECD),'cf4_1A2a_OECD_consistent',kilotonnes
3384,Emissions (OECD),'cf4_1A2b_OECD_consistent',kilotonnes
3385,Emissions (OECD),'cf4_1A2c_OECD_consistent',kilotonnes
3386,Emissions (OECD),'cf4_1A2d_OECD_consistent',kilotonnes
3387,Emissions (OECD),'cf4_1A2e_OECD_consistent',kilotonnes
3388,Emissions (OECD),'cf4_1A2f_OECD_consistent',kilotonnes
3389,Emissions (OECD),'cf4_1A2g_OECD_consistent',kilotonnes
3390,Emissions (OECD),'cf4_1A2h_OECD_consistent',kilotonnes
3391,Emissions (OECD),'cf4_1A2i_OECD_consistent',kilotonnes
3392,Emissions (OECD),'cf4_1A2j_OECD_consistent',kilotonnes
3393,Emissions (OECD),'cf4_1A2k_OECD_consistent',kilotonnes
3394,Emissions (OECD),'cf4_1A2l_OECD_consistent',kilotonnes
3395,Emissions (OECD),'cf4_1A2m_OECD_consistent',kilotonnes
3396,Emissions (OECD),'cf4_1A3b_OECD_consistent',kilotonnes
3397,Emissions (OECD),'cf4_1A3b_noRES_OECD_consistent',kilotonnes
3398,Emissions (OECD),'cf4_1A3b_RES_OECD_consistent',kilotonnes
3399,Emissions (OECD),'cf4_1A3a_OECD_consistent',kilotonnes
3400,Emissions (OECD),'cf4_1A3c_OECD_consistent',kilotonnes
3401,Emissions (OECD),'cf4_1A3d_OECD_consistent',kilotonnes
3402,Emissions (OECD),'cf4_1A3e_OECD_consistent',kilotonnes
3403,Emissions (OECD),'cf4_1A4_OECD_consistent',kilotonnes
3404,Emissions (OECD),'cf4_1A4a_OECD_consistent',kilotonnes
3405,Emissions (OECD),'cf4_1A4b_OECD_consistent',kilotonnes
3406,Emissions (OECD),'cf4_1A4ci_OECD_consistent',kilotonnes
3407,Emissions (OECD),'cf4_1A4cii_OECD_consistent',kilotonnes
3408,Emissions (OECD),'cf4_1A4ciii_OECD_consistent',kilotonnes
3409,Emissions (OECD),'cf4_1A5_OECD_consistent',kilotonnes
3410,Emissions (OECD),'cf4_1B1_OECD_consistent',kilotonnes
3411,Emissions (OECD),'cf4_1B2_OECD_consistent',kilotonnes
3412,Emissions (OECD),'cf4_2A1_OECD_consistent',kilotonnes
3413,Emissions (OECD),'cf4_2A2_OECD_consistent',kilotonnes
3414,Emissions (OECD),'cf4_2A3_OECD_consistent',kilotonnes
3415,Emissions (OECD),'cf4_2A4_OECD_consistent',kilotonnes
3416,Emissions (OECD),'cf4_2B_OECD_consistent',kilotonnes
3417,Emissions (OECD),'cf4_2C_OECD_consistent',kilotonnes
3418,Emissions (OECD),'cf4_2D_OECD_consistent',kilotonnes
3419,Emissions (OECD),'cf4_2E_OECD_consistent',kilotonnes
3420,Emissions (OECD),'cf4_2F_OECD_consistent',kilotonnes
3421,Emissions (OECD),'cf4_2G_OECD_consistent',kilotonnes
3422,Emissions (OECD),'cf4_2H_OECD_consistent',kilotonnes
3423,Emissions (OECD),'cf4_3A1_OECD_consistent',kilotonnes
3424,Emissions (OECD),'cf4_3A2_OECD_consistent',kilotonnes
3425,Emissions (OECD),'cf4_3B1_OECD_consistent',kilotonnes
3426,Emissions (OECD),'cf4_3B2_OECD_consistent',kilotonnes
3427,Emissions (OECD),'cf4_3B3_OECD_consistent',kilotonnes
3428,Emissions (OECD),'cf4_3B4&6_OECD_consistent',kilotonnes
3429,Emissions (OECD),'cf4_3B5_OECD_consistent',kilotonnes
3430,Emissions (OECD),'cf4_3C1_OECD_consistent',kilotonnes
3431,Emissions (OECD),'cf4_3C1a_OECD_consistent',kilotonnes
3432,Emissions (OECD),'cf4_3C1b_OECD_consistent',kilotonnes
3433,Emissions (OECD),'cf4_3C1c_OECD_consistent',kilotonnes
3434,Emissions (OECD),'cf4_3C1d_OECD_consistent',kilotonnes
3435,Emissions (OECD),'cf4_3C2_OECD_consistent',kilotonnes
3436,Emissions (OECD),'cf4_3C3_OECD_consistent',kilotonnes
3437,Emissions (OECD),'cf4_3C4_OECD_consistent',kilotonnes
3438,Emissions (OECD),'cf4_3C5_OECD_consistent',kilotonnes
3439,Emissions (OECD),'cf4_3C6_OECD_consistent',kilotonnes
3440,Emissions (OECD),'cf4_3C7_OECD_consistent',kilotonnes
3441,Emissions (OECD),'cf4_3C8_OECD_consistent',kilotonnes
3442,Emissions (OECD),'cf4_4A_OECD_consistent',kilotonnes
3443,Emissions (OECD),'cf4_4B_OECD_consistent',kilotonnes
3444,Emissions (OECD),'cf4_4C_OECD_consistent',kilotonnes
3445,Emissions (OECD),'cf4_4D_OECD_consistent',kilotonnes
3446,Emissions (OECD),'cf4_4E_OECD_consistent',kilotonnes
3447,Emissions (OECD),'cf4_5B_OECD_consistent',kilotonnes
3448,Emissions (OECD),'cf4_5A_OECD_consistent',kilotonnes
3449,Emissions (OECD),'hcfc_141b_total_OECD_consistent',kilotonnes
3450,Emissions (OECD),'hcfc_141b_1A1a_OECD_consistent',kilotonnes
3451,Emissions (OECD),'hcfc_141b_1A1bc_OECD_consistent',kilotonnes
3452,Emissions (OECD),'hcfc_141b_1A1b_OECD_consistent',kilotonnes
3453,Emissions (OECD),'hcfc_141b_1A1ci_OECD_consistent',kilotonnes
3454,Emissions (OECD),'hcfc_141b_1A1cii_OECD_consistent',kilotonnes
3455,Emissions (OECD),'hcfc_141b_1A2_OECD_consistent',kilotonnes
3456,Emissions (OECD),'hcfc_141b_1A2a_OECD_consistent',kilotonnes
3457,Emissions (OECD),'hcfc_141b_1A2b_OECD_consistent',kilotonnes
3458,Emissions (OECD),'hcfc_141b_1A2c_OECD_consistent',kilotonnes
3459,Emissions (OECD),'hcfc_141b_1A2d_OECD_consistent',kilotonnes
3460,Emissions (OECD),'hcfc_141b_1A2e_OECD_consistent',kilotonnes
3461,Emissions (OECD),'hcfc_141b_1A2f_OECD_consistent',kilotonnes
3462,Emissions (OECD),'hcfc_141b_1A2g_OECD_consistent',kilotonnes
3463,Emissions (OECD),'hcfc_141b_1A2h_OECD_consistent',kilotonnes
3464,Emissions (OECD),'hcfc_141b_1A2i_OECD_consistent',kilotonnes
3465,Emissions (OECD),'hcfc_141b_1A2j_OECD_consistent',kilotonnes
3466,Emissions (OECD),'hcfc_141b_1A2k_OECD_consistent',kilotonnes
3467,Emissions (OECD),'hcfc_141b_1A2l_OECD_consistent',kilotonnes
3468,Emissions (OECD),'hcfc_141b_1A2m_OECD_consistent',kilotonnes
3469,Emissions (OECD),'hcfc_141b_1A3b_OECD_consistent',kilotonnes
3470,Emissions (OECD),'hcfc_141b_1A3b_noRES_OECD_consistent',kilotonnes
3471,Emissions (OECD),'hcfc_141b_1A3b_RES_OECD_consistent',kilotonnes
3472,Emissions (OECD),'hcfc_141b_1A3a_OECD_consistent',kilotonnes
3473,Emissions (OECD),'hcfc_141b_1A3c_OECD_consistent',kilotonnes
3474,Emissions (OECD),'hcfc_141b_1A3d_OECD_consistent',kilotonnes
3475,Emissions (OECD),'hcfc_141b_1A3e_OECD_consistent',kilotonnes
3476,Emissions (OECD),'hcfc_141b_1A4_OECD_consistent',kilotonnes
3477,Emissions (OECD),'hcfc_141b_1A4a_OECD_consistent',kilotonnes
3478,Emissions (OECD),'hcfc_141b_1A4b_OECD_consistent',kilotonnes
3479,Emissions (OECD),'hcfc_141b_1A4ci_OECD_consistent',kilotonnes
3480,Emissions (OECD),'hcfc_141b_1A4cii_OECD_consistent',kilotonnes
3481,Emissions (OECD),'hcfc_141b_1A4ciii_OECD_consistent',kilotonnes
3482,Emissions (OECD),'hcfc_141b_1A5_OECD_consistent',kilotonnes
3483,Emissions (OECD),'hcfc_141b_1B1_OECD_consistent',kilotonnes
3484,Emissions (OECD),'hcfc_141b_1B2_OECD_consistent',kilotonnes
3485,Emissions (OECD),'hcfc_141b_2A1_OECD_consistent',kilotonnes
3486,Emissions (OECD),'hcfc_141b_2A2_OECD_consistent',kilotonnes
3487,Emissions (OECD),'hcfc_141b_2A3_OECD_consistent',kilotonnes
3488,Emissions (OECD),'hcfc_141b_2A4_OECD_consistent',kilotonnes
3489,Emissions (OECD),'hcfc_141b_2B_OECD_consistent',kilotonnes
3490,Emissions (OECD),'hcfc_141b_2C_OECD_consistent',kilotonnes
3491,Emissions (OECD),'hcfc_141b_2D_OECD_consistent',kilotonnes
3492,Emissions (OECD),'hcfc_141b_2E_OECD_consistent',kilotonnes
3493,Emissions (OECD),'hcfc_141b_2F_OECD_consistent',kilotonnes
3494,Emissions (OECD),'hcfc_141b_2G_OECD_consistent',kilotonnes
3495,Emissions (OECD),'hcfc_141b_2H_OECD_consistent',kilotonnes
3496,Emissions (OECD),'hcfc_141b_3A1_OECD_consistent',kilotonnes
3497,Emissions (OECD),'hcfc_141b_3A2_OECD_consistent',kilotonnes
3498,Emissions (OECD),'hcfc_141b_3B1_OECD_consistent',kilotonnes
3499,Emissions (OECD),'hcfc_141b_3B2_OECD_consistent',kilotonnes
3500,Emissions (OECD),'hcfc_141b_3B3_OECD_consistent',kilotonnes
3501,Emissions (OECD),'hcfc_141b_3B4&6_OECD_consistent',kilotonnes
3502,Emissions (OECD),'hcfc_141b_3B5_OECD_consistent',kilotonnes
3503,Emissions (OECD),'hcfc_141b_3C1_OECD_consistent',kilotonnes
3504,Emissions (OECD),'hcfc_141b_3C1a_OECD_consistent',kilotonnes
3505,Emissions (OECD),'hcfc_141b_3C1b_OECD_consistent',kilotonnes
3506,Emissions (OECD),'hcfc_141b_3C1c_OECD_consistent',kilotonnes
3507,Emissions (OECD),'hcfc_141b_3C1d_OECD_consistent',kilotonnes
3508,Emissions (OECD),'hcfc_141b_3C2_OECD_consistent',kilotonnes
3509,Emissions (OECD),'hcfc_141b_3C3_OECD_consistent',kilotonnes
3510,Emissions (OECD),'hcfc_141b_3C4_OECD_consistent',kilotonnes
3511,Emissions (OECD),'hcfc_141b_3C5_OECD_consistent',kilotonnes
3512,Emissions (OECD),'hcfc_141b_3C6_OECD_consistent',kilotonnes
3513,Emissions (OECD),'hcfc_141b_3C7_OECD_consistent',kilotonnes
3514,Emissions (OECD),'hcfc_141b_3C8_OECD_consistent',kilotonnes
3515,Emissions (OECD),'hcfc_141b_4A_OECD_consistent',kilotonnes
3516,Emissions (OECD),'hcfc_141b_4B_OECD_consistent',kilotonnes
3517,Emissions (OECD),'hcfc_141b_4C_OECD_consistent',kilotonnes
3518,Emissions (OECD),'hcfc_141b_4D_OECD_consistent',kilotonnes
3519,Emissions (OECD),'hcfc_141b_4E_OECD_consistent',kilotonnes
3520,Emissions (OECD),'hcfc_141b_5B_OECD_consistent',kilotonnes
3521,Emissions (OECD),'hcfc_141b_5A_OECD_consistent',kilotonnes
3522,Emissions (OECD),'hcfc_142b_total_OECD_consistent',kilotonnes
3523,Emissions (OECD),'hcfc_142b_1A1a_OECD_consistent',kilotonnes
3524,Emissions (OECD),'hcfc_142b_1A1bc_OECD_consistent',kilotonnes
3525,Emissions (OECD),'hcfc_142b_1A1b_OECD_consistent',kilotonnes
3526,Emissions (OECD),'hcfc_142b_1A1ci_OECD_consistent',kilotonnes
3527,Emissions (OECD),'hcfc_142b_1A1cii_OECD_consistent',kilotonnes
3528,Emissions (OECD),'hcfc_142b_1A2_OECD_consistent',kilotonnes
3529,Emissions (OECD),'hcfc_142b_1A2a_OECD_consistent',kilotonnes
3530,Emissions (OECD),'hcfc_142b_1A2b_OECD_consistent',kilotonnes
3531,Emissions (OECD),'hcfc_142b_1A2c_OECD_consistent',kilotonnes
3532,Emissions (OECD),'hcfc_142b_1A2d_OECD_consistent',kilotonnes
3533,Emissions (OECD),'hcfc_142b_1A2e_OECD_consistent',kilotonnes
3534,Emissions (OECD),'hcfc_142b_1A2f_OECD_consistent',kilotonnes
3535,Emissions (OECD),'hcfc_142b_1A2g_OECD_consistent',kilotonnes
3536,Emissions (OECD),'hcfc_142b_1A2h_OECD_consistent',kilotonnes
3537,Emissions (OECD),'hcfc_142b_1A2i_OECD_consistent',kilotonnes
3538,Emissions (OECD),'hcfc_142b_1A2j_OECD_consistent',kilotonnes
3539,Emissions (OECD),'hcfc_142b_1A2k_OECD_consistent',kilotonnes
3540,Emissions (OECD),'hcfc_142b_1A2l_OECD_consistent',kilotonnes
3541,Emissions (OECD),'hcfc_142b_1A2m_OECD_consistent',kilotonnes
3542,Emissions (OECD),'hcfc_142b_1A3b_OECD_consistent',kilotonnes
3543,Emissions (OECD),'hcfc_142b_1A3b_noRES_OECD_consistent',kilotonnes
3544,Emissions (OECD),'hcfc_142b_1A3b_RES_OECD_consistent',kilotonnes
3545,Emissions (OECD),'hcfc_142b_1A3a_OECD_consistent',kilotonnes
3546,Emissions (OECD),'hcfc_142b_1A3c_OECD_consistent',kilotonnes
3547,Emissions (OECD),'hcfc_142b_1A3d_OECD_consistent',kilotonnes
3548,Emissions (OECD),'hcfc_142b_1A3e_OECD_consistent',kilotonnes
3549,Emissions (OECD),'hcfc_142b_1A4_OECD_consistent',kilotonnes
3550,Emissions (OECD),'hcfc_142b_1A4a_OECD_consistent',kilotonnes
3551,Emissions (OECD),'hcfc_142b_1A4b_OECD_consistent',kilotonnes
3552,Emissions (OECD),'hcfc_142b_1A4ci_OECD_consistent',kilotonnes
3553,Emissions (OECD),'hcfc_142b_1A4cii_OECD_consistent',kilotonnes
3554,Emissions (OECD),'hcfc_142b_1A4ciii_OECD_consistent',kilotonnes
3555,Emissions (OECD),'hcfc_142b_1A5_OECD_consistent',kilotonnes
3556,Emissions (OECD),'hcfc_142b_1B1_OECD_consistent',kilotonnes
3557,Emissions (OECD),'hcfc_142b_1B2_OECD_consistent',kilotonnes
3558,Emissions (OECD),'hcfc_142b_2A1_OECD_consistent',kilotonnes
3559,Emissions (OECD),'hcfc_142b_2A2_OECD_consistent',kilotonnes
3560,Emissions (OECD),'hcfc_142b_2A3_OECD_consistent',kilotonnes
3561,Emissions (OECD),'hcfc_142b_2A4_OECD_consistent',kilotonnes
3562,Emissions (OECD),'hcfc_142b_2B_OECD_consistent',kilotonnes
3563,Emissions (OECD),'hcfc_142b_2C_OECD_consistent',kilotonnes
3564,Emissions (OECD),'hcfc_142b_2D_OECD_consistent',kilotonnes
3565,Emissions (OECD),'hcfc_142b_2E_OECD_consistent',kilotonnes
3566,Emissions (OECD),'hcfc_142b_2F_OECD_consistent',kilotonnes
3567,Emissions (OECD),'hcfc_142b_2G_OECD_consistent',kilotonnes
3568,Emissions (OECD),'hcfc_142b_2H_OECD_consistent',kilotonnes
3569,Emissions (OECD),'hcfc_142b_3A1_OECD_consistent',kilotonnes
3570,Emissions (OECD),'hcfc_142b_3A2_OECD_consistent',kilotonnes
3571,Emissions (OECD),'hcfc_142b_3B1_OECD_consistent',kilotonnes
3572,Emissions (OECD),'hcfc_142b_3B2_OECD_consistent',kilotonnes
3573,Emissions (OECD),'hcfc_142b_3B3_OECD_consistent',kilotonnes
3574,Emissions (OECD),'hcfc_142b_3B4&6_OECD_consistent',kilotonnes
3575,Emissions (OECD),'hcfc_142b_3B5_OECD_consistent',kilotonnes
3576,Emissions (OECD),'hcfc_142b_3C1_OECD_consistent',kilotonnes
3577,Emissions (OECD),'hcfc_142b_3C1a_OECD_consistent',kilotonnes
3578,Emissions (OECD),'hcfc_142b_3C1b_OECD_consistent',kilotonnes
3579,Emissions (OECD),'hcfc_142b_3C1c_OECD_consistent',kilotonnes
3580,Emissions (OECD),'hcfc_142b_3C1d_OECD_consistent',kilotonnes
3581,Emissions (OECD),'hcfc_142b_3C2_OECD_consistent',kilotonnes
3582,Emissions (OECD),'hcfc_142b_3C3_OECD_consistent',kilotonnes
3583,Emissions (OECD),'hcfc_142b_3C4_OECD_consistent',kilotonnes
3584,Emissions (OECD),'hcfc_142b_3C5_OECD_consistent',kilotonnes
3585,Emissions (OECD),'hcfc_142b_3C6_OECD_consistent',kilotonnes
3586,Emissions (OECD),'hcfc_142b_3C7_OECD_consistent',kilotonnes
3587,Emissions (OECD),'hcfc_142b_3C8_OECD_consistent',kilotonnes
3588,Emissions (OECD),'hcfc_142b_4A_OECD_consistent',kilotonnes
3589,Emissions (OECD),'hcfc_142b_4B_OECD_consistent',kilotonnes
3590,Emissions (OECD),'hcfc_142b_4C_OECD_consistent',kilotonnes
3591,Emissions (OECD),'hcfc_142b_4D_OECD_consistent',kilotonnes
3592,Emissions (OECD),'hcfc_142b_4E_OECD_consistent',kilotonnes
3593,Emissions (OECD),'hcfc_142b_5B_OECD_consistent',kilotonnes
3594,Emissions (OECD),'hcfc_142b_5A_OECD_consistent',kilotonnes
3595,Emissions (OECD),'hfc_23_total_OECD_consistent',kilotonnes
3596,Emissions (OECD),'hfc_23_1A1a_OECD_consistent',kilotonnes
3597,Emissions (OECD),'hfc_23_1A1bc_OECD_consistent',kilotonnes
3598,Emissions (OECD),'hfc_23_1A1b_OECD_consistent',kilotonnes
3599,Emissions (OECD),'hfc_23_1A1ci_OECD_consistent',kilotonnes
3600,Emissions (OECD),'hfc_23_1A1cii_OECD_consistent',kilotonnes
3601,Emissions (OECD),'hfc_23_1A2_OECD_consistent',kilotonnes
3602,Emissions (OECD),'hfc_23_1A2a_OECD_consistent',kilotonnes
3603,Emissions (OECD),'hfc_23_1A2b_OECD_consistent',kilotonnes
3604,Emissions (OECD),'hfc_23_1A2c_OECD_consistent',kilotonnes
3605,Emissions (OECD),'hfc_23_1A2d_OECD_consistent',kilotonnes
3606,Emissions (OECD),'hfc_23_1A2e_OECD_consistent',kilotonnes
3607,Emissions (OECD),'hfc_23_1A2f_OECD_consistent',kilotonnes
3608,Emissions (OECD),'hfc_23_1A2g_OECD_consistent',kilotonnes
3609,Emissions (OECD),'hfc_23_1A2h_OECD_consistent',kilotonnes
3610,Emissions (OECD),'hfc_23_1A2i_OECD_consistent',kilotonnes
3611,Emissions (OECD),'hfc_23_1A2j_OECD_consistent',kilotonnes
3612,Emissions (OECD),'hfc_23_1A2k_OECD_consistent',kilotonnes
3613,Emissions (OECD),'hfc_23_1A2l_OECD_consistent',kilotonnes
3614,Emissions (OECD),'hfc_23_1A2m_OECD_consistent',kilotonnes
3615,Emissions (OECD),'hfc_23_1A3b_OECD_consistent',kilotonnes
3616,Emissions (OECD),'hfc_23_1A3b_noRES_OECD_consistent',kilotonnes
3617,Emissions (OECD),'hfc_23_1A3b_RES_OECD_consistent',kilotonnes
3618,Emissions (OECD),'hfc_23_1A3a_OECD_consistent',kilotonnes
3619,Emissions (OECD),'hfc_23_1A3c_OECD_consistent',kilotonnes
3620,Emissions (OECD),'hfc_23_1A3d_OECD_consistent',kilotonnes
3621,Emissions (OECD),'hfc_23_1A3e_OECD_consistent',kilotonnes
3622,Emissions (OECD),'hfc_23_1A4_OECD_consistent',kilotonnes
3623,Emissions (OECD),'hfc_23_1A4a_OECD_consistent',kilotonnes
3624,Emissions (OECD),'hfc_23_1A4b_OECD_consistent',kilotonnes
3625,Emissions (OECD),'hfc_23_1A4ci_OECD_consistent',kilotonnes
3626,Emissions (OECD),'hfc_23_1A4cii_OECD_consistent',kilotonnes
3627,Emissions (OECD),'hfc_23_1A4ciii_OECD_consistent',kilotonnes
3628,Emissions (OECD),'hfc_23_1A5_OECD_consistent',kilotonnes
3629,Emissions (OECD),'hfc_23_1B1_OECD_consistent',kilotonnes
3630,Emissions (OECD),'hfc_23_1B2_OECD_consistent',kilotonnes
3631,Emissions (OECD),'hfc_23_2A1_OECD_consistent',kilotonnes
3632,Emissions (OECD),'hfc_23_2A2_OECD_consistent',kilotonnes
3633,Emissions (OECD),'hfc_23_2A3_OECD_consistent',kilotonnes
3634,Emissions (OECD),'hfc_23_2A4_OECD_consistent',kilotonnes
3635,Emissions (OECD),'hfc_23_2B_OECD_consistent',kilotonnes
3636,Emissions (OECD),'hfc_23_2C_OECD_consistent',kilotonnes
3637,Emissions (OECD),'hfc_23_2D_OECD_consistent',kilotonnes
3638,Emissions (OECD),'hfc_23_2E_OECD_consistent',kilotonnes
3639,Emissions (OECD),'hfc_23_2F_OECD_consistent',kilotonnes
3640,Emissions (OECD),'hfc_23_2G_OECD_consistent',kilotonnes
3641,Emissions (OECD),'hfc_23_2H_OECD_consistent',kilotonnes
3642,Emissions (OECD),'hfc_23_3A1_OECD_consistent',kilotonnes
3643,Emissions (OECD),'hfc_23_3A2_OECD_consistent',kilotonnes
3644,Emissions (OECD),'hfc_23_3B1_OECD_consistent',kilotonnes
3645,Emissions (OECD),'hfc_23_3B2_OECD_consistent',kilotonnes
3646,Emissions (OECD),'hfc_23_3B3_OECD_consistent',kilotonnes
3647,Emissions (OECD),'hfc_23_3B4&6_OECD_consistent',kilotonnes
3648,Emissions (OECD),'hfc_23_3B5_OECD_consistent',kilotonnes
3649,Emissions (OECD),'hfc_23_3C1_OECD_consistent',kilotonnes
3650,Emissions (OECD),'hfc_23_3C1a_OECD_consistent',kilotonnes
3651,Emissions (OECD),'hfc_23_3C1b_OECD_consistent',kilotonnes
3652,Emissions (OECD),'hfc_23_3C1c_OECD_consistent',kilotonnes
3653,Emissions (OECD),'hfc_23_3C1d_OECD_consistent',kilotonnes
3654,Emissions (OECD),'hfc_23_3C2_OECD_consistent',kilotonnes
3655,Emissions (OECD),'hfc_23_3C3_OECD_consistent',kilotonnes
3656,Emissions (OECD),'hfc_23_3C4_OECD_consistent',kilotonnes
3657,Emissions (OECD),'hfc_23_3C5_OECD_consistent',kilotonnes
3658,Emissions (OECD),'hfc_23_3C6_OECD_consistent',kilotonnes
3659,Emissions (OECD),'hfc_23_3C7_OECD_consistent',kilotonnes
3660,Emissions (OECD),'hfc_23_3C8_OECD_consistent',kilotonnes
3661,Emissions (OECD),'hfc_23_4A_OECD_consistent',kilotonnes
3662,Emissions (OECD),'hfc_23_4B_OECD_consistent',kilotonnes
3663,Emissions (OECD),'hfc_23_4C_OECD_consistent',kilotonnes
3664,Emissions (OECD),'hfc_23_4D_OECD_consistent',kilotonnes
3665,Emissions (OECD),'hfc_23_4E_OECD_consistent',kilotonnes
3666,Emissions (OECD),'hfc_23_5B_OECD_consistent',kilotonnes
3667,Emissions (OECD),'hfc_23_5A_OECD_consistent',kilotonnes
3668,Emissions (OECD),'hfc_32_total_OECD_consistent',kilotonnes
3669,Emissions (OECD),'hfc_32_1A1a_OECD_consistent',kilotonnes
3670,Emissions (OECD),'hfc_32_1A1bc_OECD_consistent',kilotonnes
3671,Emissions (OECD),'hfc_32_1A1b_OECD_consistent',kilotonnes
3672,Emissions (OECD),'hfc_32_1A1ci_OECD_consistent',kilotonnes
3673,Emissions (OECD),'hfc_32_1A1cii_OECD_consistent',kilotonnes
3674,Emissions (OECD),'hfc_32_1A2_OECD_consistent',kilotonnes
3675,Emissions (OECD),'hfc_32_1A2a_OECD_consistent',kilotonnes
3676,Emissions (OECD),'hfc_32_1A2b_OECD_consistent',kilotonnes
3677,Emissions (OECD),'hfc_32_1A2c_OECD_consistent',kilotonnes
3678,Emissions (OECD),'hfc_32_1A2d_OECD_consistent',kilotonnes
3679,Emissions (OECD),'hfc_32_1A2e_OECD_consistent',kilotonnes
3680,Emissions (OECD),'hfc_32_1A2f_OECD_consistent',kilotonnes
3681,Emissions (OECD),'hfc_32_1A2g_OECD_consistent',kilotonnes
3682,Emissions (OECD),'hfc_32_1A2h_OECD_consistent',kilotonnes
3683,Emissions (OECD),'hfc_32_1A2i_OECD_consistent',kilotonnes
3684,Emissions (OECD),'hfc_32_1A2j_OECD_consistent',kilotonnes
3685,Emissions (OECD),'hfc_32_1A2k_OECD_consistent',kilotonnes
